age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
33,admin.,married,university.degree,yes,yes,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
25,admin.,single,high.school,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
57,technician,married,professional.course,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
62,self-employed,married,university.degree,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5
59,self-employed,married,university.degree,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
29,services,married,high.school,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
57,blue-collar,married,basic.4y,no,no,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
34,unemployed,married,basic.9y,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
88,retired,divorced,basic.4y,no,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1
53,technician,married,basic.9y,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
27,technician,single,professional.course,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
38,technician,divorced,professional.course,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
31,services,married,high.school,yes,no,telephone,jun,thu,12,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
41,housemaid,married,high.school,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,technician,married,professional.course,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
76,retired,married,basic.4y,no,no,cellular,apr,tue,4,999,1,failure,-1.8,93.749,-34.6,0.638,5008.7
45,blue-collar,married,basic.9y,yes,no,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
32,admin.,married,university.degree,yes,no,cellular,oct,wed,2,6,1,success,-3.4,92.431,-26.9,0.735,5017.5
41,management,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
47,management,married,university.degree,yes,no,cellular,aug,mon,2,999,6,failure,-1.7,94.027,-38.3,0.904,4991.6
32,blue-collar,single,basic.9y,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
42,management,married,university.degree,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
29,technician,married,university.degree,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8
38,entrepreneur,married,basic.6y,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
57,admin.,single,university.degree,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
40,unemployed,divorced,basic.4y,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5
39,blue-collar,married,basic.9y,yes,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,entrepreneur,married,university.degree,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
39,admin.,married,university.degree,no,yes,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
37,admin.,single,university.degree,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
31,admin.,married,university.degree,no,no,cellular,aug,tue,2,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6
47,technician,divorced,high.school,yes,no,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5
46,blue-collar,married,basic.6y,yes,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
32,admin.,married,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
45,admin.,married,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
33,blue-collar,married,basic.9y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
40,entrepreneur,married,basic.9y,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
53,technician,married,professional.course,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
28,blue-collar,married,basic.9y,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
48,services,married,high.school,yes,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
40,blue-collar,married,basic.6y,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
45,blue-collar,single,basic.9y,no,no,cellular,aug,wed,1,3,2,success,-2.9,92.201,-31.4,0.879,5076.2
37,blue-collar,married,basic.9y,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
32,admin.,married,high.school,yes,yes,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
35,technician,single,high.school,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
40,admin.,single,high.school,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
48,admin.,divorced,professional.course,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
53,blue-collar,married,professional.course,no,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
32,blue-collar,single,high.school,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
39,technician,married,university.degree,no,yes,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
27,blue-collar,single,basic.9y,yes,yes,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
50,management,married,professional.course,yes,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
30,self-employed,married,university.degree,no,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,blue-collar,married,basic.4y,yes,yes,telephone,nov,tue,3,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
41,management,married,university.degree,no,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8
35,admin.,single,high.school,yes,yes,cellular,aug,mon,4,2,3,success,-2.9,92.201,-31.4,0.884,5076.2
51,retired,married,professional.course,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,management,single,university.degree,yes,no,telephone,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
33,admin.,single,high.school,yes,no,cellular,jul,thu,14,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
37,admin.,married,university.degree,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
35,management,single,university.degree,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
45,technician,divorced,university.degree,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2
60,management,married,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
51,retired,married,basic.4y,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
33,student,divorced,professional.course,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
31,admin.,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
45,blue-collar,married,basic.4y,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1
34,technician,married,professional.course,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
59,retired,married,university.degree,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
48,admin.,married,university.degree,yes,no,cellular,jun,wed,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2
46,self-employed,married,university.degree,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,blue-collar,single,high.school,yes,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
34,admin.,married,university.degree,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
52,blue-collar,divorced,basic.4y,yes,no,cellular,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
31,admin.,single,university.degree,yes,yes,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
47,technician,married,professional.course,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
31,services,single,high.school,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1
41,management,married,university.degree,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
47,technician,married,professional.course,no,no,cellular,aug,wed,15,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,admin.,single,university.degree,no,no,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38,blue-collar,married,high.school,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
30,admin.,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
39,admin.,married,university.degree,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
49,services,divorced,high.school,no,no,cellular,apr,fri,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
38,blue-collar,married,basic.4y,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
47,admin.,divorced,university.degree,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
30,admin.,married,university.degree,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
50,admin.,married,high.school,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
33,blue-collar,divorced,basic.6y,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
30,admin.,married,university.degree,yes,no,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
32,services,married,professional.course,yes,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
50,admin.,married,high.school,no,no,telephone,nov,mon,5,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5
53,admin.,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
31,admin.,married,university.degree,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
60,management,married,university.degree,yes,no,cellular,aug,tue,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
37,unemployed,married,professional.course,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
33,blue-collar,single,basic.9y,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
59,retired,married,basic.4y,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
47,self-employed,married,basic.4y,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
58,retired,married,basic.9y,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
53,blue-collar,married,basic.4y,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
45,admin.,single,high.school,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
49,unemployed,married,high.school,yes,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5
29,unemployed,married,university.degree,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
38,admin.,married,university.degree,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
30,blue-collar,married,basic.4y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
45,admin.,married,university.degree,yes,no,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
41,admin.,married,high.school,yes,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
30,admin.,single,university.degree,yes,no,cellular,jun,thu,1,3,2,success,-2.9,92.963,-40.8,1.26,5076.2
29,admin.,single,university.degree,yes,yes,cellular,may,tue,1,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1
31,admin.,single,university.degree,yes,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
52,admin.,divorced,university.degree,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,admin.,divorced,high.school,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
36,admin.,married,university.degree,no,no,cellular,oct,fri,1,999,2,failure,-3.4,92.431,-26.9,0.739,5017.5
34,admin.,single,university.degree,yes,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
52,admin.,divorced,basic.9y,no,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
41,admin.,married,university.degree,yes,no,cellular,jul,mon,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
54,management,married,university.degree,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
29,blue-collar,married,professional.course,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,blue-collar,married,basic.9y,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
37,unemployed,married,university.degree,yes,no,telephone,jun,tue,3,2,2,success,-1.7,94.055,-39.8,0.723,4991.6
38,blue-collar,single,basic.9y,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
41,unemployed,single,high.school,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,technician,married,high.school,no,no,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
35,technician,single,high.school,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
37,entrepreneur,married,basic.9y,yes,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
38,blue-collar,single,basic.4y,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
25,admin.,single,university.degree,yes,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
34,admin.,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,admin.,single,university.degree,yes,no,cellular,may,tue,8,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
36,admin.,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
35,management,married,basic.9y,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
30,blue-collar,single,basic.6y,yes,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
37,blue-collar,single,basic.9y,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
41,entrepreneur,married,high.school,no,no,telephone,may,thu,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
32,technician,single,university.degree,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1
52,blue-collar,married,basic.9y,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
35,admin.,married,university.degree,yes,no,cellular,apr,thu,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7
29,blue-collar,single,basic.9y,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
40,blue-collar,single,basic.9y,yes,no,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
39,admin.,married,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
44,blue-collar,divorced,basic.9y,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
34,admin.,single,high.school,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,admin.,single,university.degree,yes,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5
37,technician,single,professional.course,yes,no,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6
36,services,married,professional.course,yes,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
47,management,married,basic.4y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,unemployed,single,high.school,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5
59,housemaid,divorced,basic.4y,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
51,admin.,married,basic.9y,yes,no,cellular,may,mon,6,6,2,success,-1.8,92.893,-46.2,1.299,5099.1
48,services,married,basic.4y,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1
41,admin.,divorced,high.school,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
50,management,single,university.degree,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
34,admin.,single,high.school,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
37,admin.,married,university.degree,no,no,telephone,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6
31,services,married,basic.9y,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
52,technician,divorced,basic.9y,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
78,retired,divorced,basic.4y,yes,no,cellular,may,fri,2,7,2,success,-1.8,93.876,-40.0,0.682,5008.7
43,management,married,university.degree,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
33,technician,single,university.degree,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1
45,services,divorced,high.school,no,no,cellular,may,mon,9,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
38,technician,single,basic.9y,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
36,blue-collar,married,basic.9y,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
67,admin.,married,basic.4y,no,no,cellular,oct,thu,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5
30,blue-collar,married,basic.4y,no,no,telephone,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
33,blue-collar,married,basic.9y,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
81,retired,married,basic.4y,yes,no,cellular,oct,wed,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6
46,technician,married,basic.9y,no,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,blue-collar,divorced,basic.6y,yes,no,telephone,jun,thu,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,admin.,single,high.school,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
37,technician,single,high.school,yes,no,telephone,apr,thu,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1
28,services,married,high.school,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
28,blue-collar,single,basic.9y,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
55,retired,married,basic.9y,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
29,admin.,single,university.degree,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
27,technician,single,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
29,admin.,married,university.degree,no,no,cellular,may,wed,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
47,blue-collar,married,basic.9y,yes,no,cellular,jun,tue,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6
45,blue-collar,married,basic.4y,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
58,blue-collar,married,basic.6y,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
27,technician,married,professional.course,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
44,technician,married,professional.course,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
35,admin.,married,university.degree,no,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
52,self-employed,married,university.degree,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,admin.,married,basic.4y,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
31,management,single,university.degree,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,blue-collar,married,basic.9y,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
39,services,single,professional.course,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
40,entrepreneur,married,university.degree,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
53,admin.,divorced,high.school,no,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
47,technician,divorced,professional.course,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
